label,connection_id,srtt,rtt,mdev,min_rtt,inflight,lost,retrans_out,sack_out,snd_cwnd,sk_pacing_rate,delivered,bytes_acked
wi-fi,37.65.43.81,67128,538712,1211,38070,2079,0,0,0,2097,54110503,870606,1260544616
wi-fi,37.65.43.81,66140,527301,841,38070,2084,0,0,2,2104,55466011,874228,1265785160
wi-fi,37.65.43.81,66055,525638,809,38070,2027,0,0,0,2108,55747275,876925,1269692704
wi-fi,37.65.43.81,53800,428990,645,38070,2107,0,0,0,2114,68501110,880556,1274949784
wi-fi,37.65.43.81,69347,557243,1117,38070,2105,0,0,0,2119,52859874,884193,1280215552
wi-fi,37.65.43.81,67940,543421,397,38070,2108,0,0,0,2120,54229954,885081,1281500768
wi-fi,37.65.43.81,75838,604835,1195,38070,1485,0,0,0,1487,34175419,888711,1286756400
wi-fi,37.65.43.81,46396,369669,698,38070,1494,0,0,1,1499,56367450,892318,1291977000
wi-fi,37.65.43.81,44603,355449,676,38070,1488,0,0,2,1507,58935334,895032,1295905424
wi-fi,37.65.43.81,49312,392871,718,38070,1504,0,0,1,1519,53746179,898660,1301160216
wi-fi,37.65.43.81,46499,376409,776,38070,1527,0,0,4,1527,56392173,901385,1305101672
wi-fi,37.65.43.81,47328,381900,979,38070,1523,0,0,0,1537,55945351,904985,1310320264
wi-fi,37.65.43.81,46397,369615,682,38070,1539,0,0,1,1545,58105693,907703,1314254480
wi-fi,37.65.43.81,44624,362082,968,38070,1523,0,0,0,1555,59698477,911330,1319507824
wi-fi,37.65.43.81,48521,386642,749,38070,1549,0,0,0,1564,56229926,914949,1324748136
wi-fi,37.65.43.81,50040,398763,721,38070,1571,0,0,0,1571,54764751,917663,1328678008
wi-fi,37.65.43.81,50643,404557,343,38070,1559,0,0,3,1580,54289664,921287,1333921216
wi-fi,37.65.43.81,48229,385305,289,38070,1584,0,0,0,1587,57254823,924004,1337859776
wi-fi,37.65.43.81,48732,392963,900,38070,1596,0,0,0,1596,56457419,927621,1343097192
wi-fi,37.65.43.81,47218,380028,573,38070,1588,0,0,0,1603,58635106,930345,1347041544
wi-fi,37.65.43.81,47568,383225,777,38070,1599,0,0,0,1611,58436137,933965,1352283304
wi-fi,37.65.43.81,50273,401056,464,38070,1601,0,0,0,1618,56080682,937577,1357513480
wi-fi,37.65.43.81,48719,389556,379,38070,1624,0,0,0,1625,57986014,940299,1361454936
wi-fi,37.65.43.81,48582,389532,681,38070,1609,0,0,0,1632,58239388,943914,1366689456
wi-fi,37.65.43.81,49326,393294,591,38070,1636,0,0,3,1638,57894375,946626,1370612088
wi-fi,37.65.43.81,49044,391111,508,38070,1641,0,0,2,1645,58466307,950274,1375895840
wi-fi,37.65.43.81,52523,421572,976,38070,1648,0,0,3,1652,54472596,953875,1381107552
wi-fi,37.65.43.81,87057,694807,727,38070,1645,0,0,0,1656,33131106,955684,1383731328
wi-fi,37.65.43.81,47369,379125,700,38070,1663,0,0,0,1664,61011358,959300,1388967296
wi-fi,37.65.43.81,51632,412757,302,38070,1655,0,0,0,1669,56208459,962019,1392904408
wi-fi,37.65.43.81,51113,407159,846,38070,1668,0,0,0,1676,57220252,965640,1398147616
wi-fi,37.65.43.81,50575,407470,841,38070,1657,0,0,0,1681,57347153,968362,1402089072
wi-fi,37.65.43.81,52642,419089,1121,38070,1681,0,0,1,1687,55956251,971984,1407332280
wi-fi,37.65.43.81,49241,394158,338,38070,1691,0,0,0,1692,59671891,975618,1412595760
wi-fi,37.65.43.81,50931,406286,464,38070,1685,0,0,0,1696,58027489,978324,1416514048
wi-fi,37.65.43.81,58027,465973,905,38070,1698,0,0,0,1702,50773674,981956,1421773184
wi-fi,37.65.43.81,50474,403450,320,38070,1696,0,0,4,1706,58779935,984662,1425685680
wi-fi,37.65.43.81,87512,698095,1110,38070,1701,0,0,0,1710,34050334,987376,1429621344
wi-fi,37.65.43.81,65283,520364,1187,38070,1706,0,0,0,1714,45787124,990093,1433555560
wi-fi,37.65.43.81,52817,424077,852,38070,1720,0,0,2,1719,56379798,993771,1438878408
wi-fi,37.65.43.81,54156,432688,379,38070,1719,0,0,0,1724,55386281,997325,1444027496
wi-fi,37.65.43.81,50424,403065,208,38070,1725,0,0,1,1727,59560323,1000060,1447986328
wi-fi,37.65.43.81,52388,417227,479,38070,1724,0,0,2,1731,57671926,1003667,1453207816
wi-fi,37.65.43.81,56840,454450,378,38070,1716,0,0,2,1734,53039910,1006375,1457129000
wi-fi,37.65.43.81,57008,454605,668,38070,1734,0,0,1,1739,53174714,1010001,1462380896
wi-fi,37.65.43.81,55902,446129,472,38070,1710,0,0,0,1742,54278456,1012724,1466325248
wi-fi,37.65.43.81,55936,449308,1039,38070,1738,0,0,0,1745,53987233,1015431,1470244984
wi-fi,37.65.43.81,57351,459392,522,38070,1738,0,0,0,1749,52923209,1019086,1475537424
wi-fi,37.65.43.81,57831,462546,177,38070,1745,0,0,0,1752,52652496,1021769,1479422408
wi-fi,37.65.43.81,56735,454599,866,38070,1748,0,0,1,1755,53664667,1024477,1483342144
wi-fi,37.65.43.81,58922,469736,721,38070,1758,0,0,1,1758,52024129,1028112,1488605624
wi-fi,37.65.43.81,56785,454908,761,38070,1736,0,0,0,1761,53811559,1030833,1492547080
wi-fi,37.65.43.81,51801,414042,350,38070,1761,0,0,0,1764,59223487,1034453,1497788840
wi-fi,37.65.43.81,53748,433365,1096,38070,1752,0,0,2,1766,56646966,1037164,1501711472
wi-fi,37.65.43.81,53631,429805,633,38070,1740,0,0,1,1769,57213190,1040775,1506941648
wi-fi,37.65.43.81,54200,430569,1171,38070,1763,0,0,0,1771,57176240,1044396,1512186304
wi-fi,37.65.43.81,53603,429463,781,38070,1774,0,0,3,1773,57420590,1047110,1516111832
wi-fi,37.65.43.81,54016,429885,1045,38070,1774,0,0,1,1775,57396559,1050731,1521357936
wi-fi,37.65.43.81,53562,429820,837,38070,1746,0,0,0,1777,57469921,1054358,1526611280
wi-fi,37.65.43.81,54699,435611,955,38070,1769,0,0,2,1779,56769739,1057069,1530533912
wi-fi,37.65.43.81,54504,435679,607,38070,1760,0,0,0,1781,56824691,1060689,1535778568
wi-fi,37.65.43.81,53495,429235,543,38070,1767,0,0,0,1783,57742556,1064327,1541046392
wi-fi,37.65.43.81,54780,436112,1039,38070,1768,0,0,0,1784,56863895,1067026,1544954544
wi-fi,37.65.43.81,55689,446892,916,38070,1784,0,0,0,1786,55554426,1070655,1550209336
wi-fi,37.65.43.81,52769,420803,574,38070,1768,0,0,0,1788,59064765,1073371,1554142104
wi-fi,37.65.43.81,54029,437871,630,38070,1786,0,0,0,1789,56794195,1076991,1559383864
wi-fi,37.65.43.81,55771,446799,702,38070,1787,0,0,1,1790,55690437,1079698,1563302152
wi-fi,37.65.43.81,55345,442632,511,38070,1764,0,0,0,1792,56277525,1083320,1568548256
wi-fi,37.65.43.81,54253,433830,441,38070,1787,0,0,2,1793,57451385,1086944,1573792912
wi-fi,37.65.43.81,53021,422587,739,38070,1778,0,0,2,1794,59012783,1089653,1577715544
wi-fi,37.65.43.81,55438,445223,972,38070,1788,0,0,0,1795,56043681,1093286,1582979024
wi-fi,37.65.43.81,77543,620545,337,38070,1784,0,0,0,1795,40209712,1095117,1585630312
wi-fi,37.65.43.81,54345,433986,1167,38070,1788,0,0,1,1797,57558855,1098715,1590838768
wi-fi,37.65.43.81,57360,458853,518,38070,1791,0,0,1,1797,54439521,1102329,1596071840
wi-fi,37.65.43.81,54379,433296,847,38070,1774,0,0,0,1798,57682596,1105045,1600006056
wi-fi,37.65.43.81,55967,446954,436,38070,1790,0,0,1,1799,55951035,1108658,1605236232
wi-fi,37.65.43.81,57445,460215,635,38070,1783,0,0,1,1799,54338818,1111382,1609180584
wi-fi,37.65.43.81,55986,447480,404,38070,1791,0,0,1,1800,55916331,1115006,1614428136
wi-fi,37.65.43.81,54946,441619,706,38070,1788,0,0,1,1800,56658431,1117722,1618360904
wi-fi,37.65.43.81,54829,436947,780,38070,1777,0,0,1,1801,57296058,1121333,1623589632
wi-fi,37.65.43.81,52376,419763,687,38070,1786,0,0,1,1801,59641609,1124969,1628854560
wi-fi,37.65.43.81,51180,408578,381,38070,1780,0,0,0,1802,61308346,1128574,1634076048
wi-fi,37.65.43.81,57439,458517,561,38070,1798,0,0,1,1802,54630998,1131293,1638011712
wi-fi,37.65.43.81,55312,442476,439,38070,1785,0,0,1,1802,56611526,1134915,1643256368
wi-fi,37.65.43.81,55481,442693,762,38070,1802,0,0,0,1802,56583776,1137635,1647196376
wi-fi,37.65.43.81,61657,494076,660,38070,1782,0,0,0,1803,50727301,1141262,1652448272
wi-fi,37.65.43.81,52386,418132,412,38070,1781,0,0,1,1803,59940742,1143964,1656359320
wi-fi,37.65.43.81,52284,422761,776,38070,1792,0,0,0,1803,59284424,1147597,1661621352
wi-fi,37.65.43.81,51557,411718,367,38070,1782,0,0,2,1803,60874536,1151209,1666848632
wi-fi,37.65.43.81,56446,449150,1036,38070,1803,0,0,3,1803,55801274,1153921,1670774160
wi-fi,37.65.43.81,53160,426185,858,38070,1793,0,0,0,1803,58808128,1157541,1676020264
wi-fi,37.65.43.81,56807,452850,736,38070,1775,0,0,1,1803,55345351,1160260,1679955928
wi-fi,37.65.43.81,54865,445575,664,38070,1797,0,0,0,1803,56248987,1163882,1685202032
wi-fi,37.65.43.81,55160,442395,1348,38070,1770,0,0,0,1803,56653312,1166609,1689150728
wi-fi,37.65.43.81,53044,425132,744,38070,1799,0,0,1,1803,58953789,1170214,1694369320
wi-fi,37.65.43.81,53639,431027,893,38070,1793,0,0,0,1803,58147499,1172931,1698304984
wi-fi,37.65.43.81,56500,450809,650,38070,1802,0,0,0,1803,55595922,1176567,1703569912
wi-fi,37.65.43.81,52656,417671,1080,38070,1798,0,0,1,1803,60006901,1180172,1708788504
wi-fi,37.65.43.81,54630,435479,829,38070,1803,0,0,0,1803,57553044,1182899,1712738648
wi-fi,37.65.43.81,56931,454027,667,38070,1801,0,0,0,1803,55201876,1186513,1717971720
wi-fi,37.65.43.81,54722,438258,664,38070,1787,0,0,0,1803,57188100,1189227,1721901592
wi-fi,37.65.43.81,53103,423750,502,38070,1802,0,0,0,1803,59146058,1192857,1727157832
wi-fi,37.65.43.81,54289,433738,390,38070,1776,0,0,0,1803,57784059,1196483,1732408280
wi-fi,37.65.43.81,56644,451271,723,38070,1803,0,0,1,1803,55539005,1199194,1736332360
wi-fi,37.65.43.81,54461,436703,639,38070,1789,0,0,2,1803,57391733,1202817,1741577016
wi-fi,37.65.43.81,53925,430685,424,38070,1774,0,0,0,1803,58193673,1206430,1746811536
wi-fi,37.65.43.81,54171,433330,624,38070,1801,0,0,1,1803,57838465,1209140,1750734168
wi-fi,37.65.43.81,54549,436441,574,38070,1790,0,0,0,1803,57426186,1212759,1755975928
wi-fi,37.65.43.81,54424,439215,1231,38070,1786,0,0,0,1803,57063493,1215508,1759956480
wi-fi,37.65.43.81,54915,439929,592,38070,1794,0,0,2,1803,56970880,1219102,1765157696
wi-fi,37.65.43.81,55718,444279,698,38070,1769,0,0,1,1803,56413070,1222726,1770406696
wi-fi,37.65.43.81,55797,452055,643,38070,1790,0,0,1,1803,55442683,1225450,1774351048
wi-fi,37.65.43.81,54834,438791,583,38070,1786,0,0,2,1804,57150313,1229055,1779569640
wi-fi,37.65.43.81,54122,430892,1180,38070,1792,0,0,0,1804,58197978,1231774,1783509648
wi-fi,37.65.43.81,54351,435115,502,38070,1785,0,0,1,1804,57633138,1235400,1788758648
wi-fi,37.65.43.81,55408,441838,606,38070,1774,0,0,0,1805,56787655,1239010,1793987376
wi-fi,37.65.43.81,52757,425970,782,38070,1791,0,0,0,1805,58903077,1241738,1797937520
wi-fi,37.65.43.81,56197,447367,660,38070,1805,0,0,0,1805,56085817,1245345,1803160456
wi-fi,37.65.43.81,58273,464867,557,38070,1800,0,0,0,1806,54004359,1248074,1807112048
wi-fi,37.65.43.81,53181,427304,787,38070,1791,0,0,0,1806,58751719,1251683,1812337880
wi-fi,37.65.43.81,55385,441576,697,38070,1801,0,0,0,1807,56884308,1254402,1816274992
wi-fi,37.65.43.81,54480,438864,564,38070,1797,0,0,3,1808,57267505,1258025,1821516752
wi-fi,37.65.43.81,57839,462829,455,38070,1786,0,0,0,1808,54302229,1260733,1825442280
wi-fi,37.65.43.81,53587,428168,325,38070,1808,0,0,1,1809,58730561,1264357,1830688384
wi-fi,37.65.43.81,54039,432627,458,38070,1791,0,0,2,1810,58157368,1267975,1835925800
wi-fi,37.65.43.81,55382,441483,1148,38070,1805,0,0,1,1810,56990751,1270705,1839880288
wi-fi,37.65.43.81,55370,444492,813,38070,1792,0,0,0,1812,56667498,1274317,1845111912
wi-fi,37.65.43.81,54060,433646,799,38070,1813,0,0,3,1812,58116875,1277944,1850359464
wi-fi,37.65.43.81,55415,446406,1197,38070,1798,0,0,2,1814,56486810,1280660,1854293680
wi-fi,37.65.43.81,59346,474751,713,38070,1811,0,0,2,1814,53114266,1283367,1858213416
wi-fi,37.65.43.81,58116,464244,365,38070,1803,0,0,0,1816,54376260,1286998,1863474000
wi-fi,37.65.43.81,54351,435679,797,38070,1798,0,0,0,1817,57973309,1290619,1868717208
wi-fi,37.65.43.81,55633,450615,670,38070,1807,0,0,2,1819,56113434,1293329,1872638392
wi-fi,37.65.43.81,52865,425548,783,38070,1809,0,0,4,1820,59451474,1296953,1877883048
wi-fi,37.65.43.81,57708,465930,487,38070,1807,0,0,3,1821,54328669,1299672,1881821608
wi-fi,37.65.43.81,56624,457522,694,38070,1807,0,0,2,1823,55387846,1303291,1887063368
wi-fi,37.65.43.81,57959,468621,457,38070,1813,0,0,2,1825,54135346,1306009,1890999032
wi-fi,37.65.43.81,61100,488738,1164,38070,1819,0,0,1,1826,51935517,1308712,1894914424
wi-fi,37.65.43.81,54905,438555,335,38070,1817,0,0,0,1828,57941791,1312339,1900167768
wi-fi,37.65.43.81,59093,472068,954,38070,1821,0,0,0,1830,53887287,1315960,1905410976
wi-fi,37.65.43.81,55180,442736,950,38070,1820,0,0,0,1831,57488807,1318673,1909339400
wi-fi,37.65.43.81,54882,443609,1183,38070,1808,0,0,1,1834,57469679,1322310,1914604328
wi-fi,37.65.43.81,53836,431520,519,38070,1828,0,0,0,1836,59144115,1325931,1919848984
wi-fi,37.65.43.81,57591,459478,531,38070,1829,0,0,0,1839,55636115,1328630,1923757136
wi-fi,37.65.43.81,54326,433189,1254,38070,1825,0,0,0,1841,59076691,1332257,1929009032
wi-fi,37.65.43.81,55065,445072,403,38070,1813,0,0,0,1844,57593097,1334994,1932972208
wi-fi,37.65.43.81,59130,471190,799,38070,1837,0,0,0,1847,54489224,1338589,1938177768
wi-fi,37.65.43.81,62539,498883,663,38070,1834,0,0,0,1849,51520254,1341309,1942116328
wi-fi,37.65.43.81,59973,479028,526,38070,1846,0,0,0,1852,53742749,1344014,1946033168
wi-fi,37.65.43.81,58568,469629,674,38070,1849,0,0,2,1855,54907137,1347640,1951280720
wi-fi,37.65.43.81,57839,462136,275,38070,1843,0,0,2,1857,55857551,1349461,1953917528
wi-fi,37.65.43.81,57148,458118,832,38070,1848,0,0,0,1861,56468832,1353980,1960463936
wi-fi,37.65.43.81,62899,503359,407,38070,1848,0,0,1,1865,51503980,1357606,1965712936
wi-fi,37.65.43.81,57438,462803,913,38070,1860,0,0,2,1868,56107446,1360312,1969628488
wi-fi,37.65.43.81,60981,492242,918,38070,1860,0,0,1,1871,52836606,1363028,1973562096
wi-fi,37.65.43.81,62280,496633,793,38070,1864,0,0,0,1875,52481409,1366650,1978808200
wi-fi,37.65.43.81,63426,506511,390,38070,1872,0,0,0,1879,51567691,1369364,1982736856
wi-fi,37.65.43.81,62651,501061,549,38070,1869,0,0,0,1883,52239560,1372088,1986681160
wi-fi,37.65.43.81,62169,496676,559,38070,1875,0,0,4,1888,52840705,1375711,1991920864
wi-fi,37.65.43.81,61519,489854,1267,38070,1878,0,0,0,1891,53661729,1378424,1995854472
wi-fi,37.65.43.81,61574,491391,535,38070,1894,0,0,1,1897,53663615,1382042,2001091280
wi-fi,37.65.43.81,65482,523162,375,38070,1891,0,0,4,1901,50510971,1384763,2005026336
wi-fi,37.65.43.81,60184,482150,651,38070,1898,0,0,0,1905,54922791,1387472,2008954152
wi-fi,37.65.43.81,60863,486499,353,38070,1895,0,0,0,1911,54603254,1391111,2014222208
wi-fi,37.65.43.81,62039,495471,675,38070,1906,0,0,1,1915,53726720,1393812,2018131200
wi-fi,37.65.43.81,59865,483477,729,38070,1910,0,0,3,1920,55203320,1396533,2022067704
wi-fi,37.65.43.81,63261,512698,553,38070,1909,0,0,0,1926,52219709,1400157,2027318992
wi-fi,37.65.43.81,65789,523930,1357,38070,1923,0,0,0,1932,51259415,1402863,2031236672
wi-fi,37.65.43.81,61259,487117,1509,38070,1927,0,0,0,1937,55275939,1405580,2035170280
wi-fi,37.65.43.81,58032,461866,1253,38070,1934,0,0,0,1944,58508647,1409206,2040420120
wi-fi,37.65.43.81,57713,461967,685,38070,1945,0,0,0,1951,58706489,1412821,2045653424
wi-fi,37.65.43.81,56861,456414,803,38070,1946,0,0,4,1956,59573029,1415543,2049588480
wi-fi,37.65.43.81,58746,472364,786,38070,1947,0,0,0,1963,57767464,1419169,2054844112
wi-fi,37.65.43.81,70015,558180,1341,38070,1962,0,0,2,1969,49035571,1421873,2058756000
wi-fi,37.65.43.81,61282,487854,1328,38070,1972,0,0,0,1976,56303690,1425503,2064014528
wi-fi,37.65.43.81,60517,482766,591,38070,1970,0,0,1,1982,57069854,1428222,2067949584
wi-fi,37.65.43.81,60820,485297,663,38070,1984,0,0,1,1990,57001366,1431830,2073172752
wi-fi,37.65.43.81,61337,490446,352,38070,1984,0,0,2,1997,56601333,1434547,2077104912
wi-fi,37.65.43.81,61515,492064,406,38070,1984,0,0,0,2006,56669467,1438166,2082347512
wi-fi,37.65.43.81,63859,510606,403,38070,2002,0,0,0,2012,54774933,1440892,2086294152
wi-fi,37.65.43.81,61371,494872,1186,38070,1997,0,0,2,2021,56769259,1444530,2091558472
wi-fi,37.65.43.81,60315,481851,363,38070,2020,0,0,0,2030,58562966,1448132,2096775848
wi-fi,37.65.43.81,63374,506205,462,38070,2028,0,0,0,2037,55937672,1450842,2100699320
wi-fi,37.65.43.81,58302,466255,565,38070,2045,0,0,0,2046,60998888,1454491,2105982464
wi-fi,37.65.43.81,63280,504553,857,38070,2023,0,0,1,2056,56644286,1458090,2111191760
wi-fi,37.65.43.81,61222,488005,881,38070,2057,0,0,0,2063,58764460,1460816,2115139848
wi-fi,37.65.43.81,65083,518746,761,38070,2057,0,0,0,2073,55550034,1464438,2120383288
wi-fi,37.65.43.81,64604,517189,479,38070,2069,0,0,3,2081,55932289,1467145,2124298072
wi-fi,37.65.43.81,63739,509058,452,38070,2066,0,0,0,2086,56962210,1468955,2126923296
wi-fi,37.65.43.81,57699,459746,1166,38070,2085,0,0,0,2103,63585941,1474503,2134954976
wi-fi,37.65.43.81,64245,512667,596,38070,2107,0,0,0,2112,57266197,1477602,2139441720
wi-fi,37.65.43.81,63930,509424,1223,38070,2108,0,0,0,2122,57903627,1480890,2144202136
wi-fi,37.65.43.81,68065,542110,1356,38070,2115,0,0,0,2133,54694446,1484003,2148709152
wi-fi,37.65.43.81,61353,488796,1241,38070,2129,0,0,0,2143,60944472,1487224,2153372552
wi-fi,37.65.43.81,65255,521725,568,38070,1955,0,0,0,2153,57364363,1490569,2158215504
wi-fi,37.65.43.81,68811,551247,1386,38070,2163,0,0,1,2164,54569605,1493775,2162855128
wi-fi,37.65.43.81,66883,532086,1760,38070,2159,0,0,3,2173,56769842,1496116,2166241112
wi-fi,37.65.43.81,66299,528511,1123,38070,2154,0,0,0,2186,57495773,1499739,2171490952
wi-fi,37.65.43.81,69573,555450,887,38070,2107,0,0,0,2197,54982550,1502449,2175414424
wi-fi,37.65.43.81,66828,532746,954,38070,2201,0,0,1,2207,57586665,1505170,2179352376
wi-fi,37.65.43.81,56289,505226,1439,38070,57,0,0,0,1547,42564194,1507915,2183327976
wi-fi,37.65.43.81,46066,366871,797,38070,1565,0,0,2,1567,59373876,1510608,2187223656
wi-fi,37.65.43.81,59544,475160,543,38070,1580,0,0,2,1581,46252135,1513307,2191131808
wi-fi,37.65.43.81,79550,628688,6509,38070,1589,0,0,6,1592,35200407,1515126,2193759928
wi-fi,37.65.43.81,50736,406093,475,38070,1585,0,0,4,1616,55316621,1518749,2199008928
wi-fi,37.65.43.81,49847,398027,443,38070,1632,0,0,0,1634,57066247,1522381,2204273856
wi-fi,37.65.43.81,56419,451453,495,38070,1648,0,0,2,1647,50743972,1525074,2208170424
wi-fi,37.65.43.81,54403,434304,392,38070,1658,0,0,0,1661,53163748,1527797,2212116224
wi-fi,37.65.43.81,52476,419728,464,38070,1675,0,0,0,1678,55572995,1531413,2217352192
wi-fi,37.65.43.81,54177,434081,629,38070,1676,0,0,1,1691,54151766,1534135,2221292200
wi-fi,37.65.43.81,54159,437038,687,38070,1703,0,0,0,1704,54198864,1536852,2225227864
wi-fi,37.65.43.81,54025,430252,713,38070,1720,0,0,2,1720,55570633,1540466,2230458040
wi-fi,37.65.43.81,54440,434416,523,38070,1716,0,0,0,1731,55389959,1543184,2234396600
wi-fi,37.65.43.81,55684,446185,881,38070,1746,0,0,2,1747,54427418,1546801,2239631120
wi-fi,37.65.43.81,55165,442565,888,38070,1752,0,0,0,1758,55218118,1549521,2243572576
wi-fi,37.65.43.81,58183,468303,687,38070,1746,0,0,1,1770,52539522,1552245,2247515480
wi-fi,37.65.43.81,64625,514802,1032,38070,1772,0,0,0,1785,48198973,1555863,2252755792
wi-fi,37.65.43.81,56685,453102,378,38070,1798,0,0,2,1797,55161174,1558569,2256671184
wi-fi,37.65.43.81,56767,455629,912,38070,1790,0,0,0,1807,55129821,1561290,2260614088
wi-fi,37.65.43.81,57155,458815,1058,38070,1805,0,0,0,1821,55171162,1564920,2265870328
wi-fi,37.65.43.81,56066,452128,552,38070,1805,0,0,0,1832,56325345,1567644,2269814680
wi-fi,37.65.43.81,59601,475978,437,38070,1831,0,0,0,1844,53853487,1571252,2275039064
wi-fi,37.65.43.81,58378,466130,423,38070,1848,0,0,0,1854,55289475,1573959,2278958800
wi-fi,37.65.43.81,61073,487950,409,38070,1853,0,0,0,1867,53187403,1577587,2284212144
wi-fi,37.65.43.81,64294,512038,1167,38070,1872,0,0,1,1877,50956768,1580292,2288127536
wi-fi,37.65.43.81,59437,474473,525,38070,1879,0,0,1,1886,55254795,1583014,2292068224
wi-fi,37.65.43.81,63748,507792,1083,38070,1887,0,0,1,1895,51875602,1585728,2295997488
wi-fi,37.65.43.81,63111,503840,778,38070,1903,0,0,0,1907,52613578,1589350,2301242376
wi-fi,37.65.43.81,59972,478041,804,38070,1911,0,0,0,1916,55714745,1592061,2305167296
wi-fi,37.65.43.81,62110,499717,753,38070,1915,0,0,2,1927,53604023,1595699,2310431616
wi-fi,37.65.43.81,63240,503465,1225,38070,1930,0,0,0,1935,53425854,1598400,2314344952
wi-fi,37.65.43.81,61771,493329,436,38070,1931,0,0,0,1946,54833502,1602037,2319610720
wi-fi,37.65.43.81,64173,515233,846,38070,1947,0,0,0,1954,52718213,1604739,2323522608
wi-fi,37.65.43.81,65361,522306,339,38070,1952,0,0,0,1962,52217224,1607485,2327498208
wi-fi,37.65.43.81,61968,500066,968,38070,1972,0,0,1,1972,54817519,1611088,2332712688
wi-fi,37.65.43.81,101913,816473,1153,38070,1961,0,0,1,1978,33676291,1612909,2335349496
wi-fi,37.65.43.81,65960,526575,598,38070,1962,0,0,0,1987,52453856,1615623,2339280208
wi-fi,37.65.43.81,62316,497275,540,38070,1964,0,0,0,1997,55824036,1619243,2344520752
wi-fi,37.65.43.81,66150,528500,373,38070,1995,0,0,1,2004,52709939,1621944,2348429744
wi-fi,37.65.43.81,65351,521473,631,38070,1983,0,0,0,2011,53606819,1624656,2352357560
wi-fi,37.65.43.81,62304,499058,622,38070,2003,0,0,1,2020,56265235,1628279,2357601608
wi-fi,37.65.43.81,64827,517524,526,38070,2024,0,0,0,2026,54418772,1630997,2361538112
wi-fi,37.65.43.81,66453,530659,585,38070,2027,0,0,2,2032,53228957,1633712,2365465928
wi-fi,37.65.43.81,61312,490279,525,38070,2037,0,0,0,2040,57839785,1637331,2370708528
wi-fi,37.65.43.81,69583,558260,1170,38070,2028,0,0,3,2046,50945861,1640049,2374639240
wi-fi,37.65.43.81,64859,520716,958,38070,2052,0,0,0,2054,54832659,1643689,2379913088
wi-fi,37.65.43.81,69391,554603,382,38070,2055,0,0,0,2059,51607631,1646391,2383824976
wi-fi,37.65.43.81,66659,534949,1016,38070,2025,0,0,2,2066,53685590,1650001,2389048752
wi-fi,37.65.43.81,67258,537135,385,38070,2067,0,0,1,2072,53622380,1652728,2392998288
wi-fi,37.65.43.81,67667,539100,680,38070,2071,0,0,3,2077,53555855,1655442,2396924656
wi-fi,37.65.43.81,70157,559945,614,38070,2066,0,0,0,2084,51735915,1659065,2402174496
wi-fi,37.65.43.81,68149,545625,641,38070,2072,0,0,3,2089,53221115,1661778,2406097968
wi-fi,37.65.43.81,61582,533760,3641,38070,2077,0,0,2,2093,54508345,1664533,2410087440
wi-fi,37.65.43.81,67623,546565,547,38070,2098,0,0,0,2100,53409347,1668123,2415288048
wi-fi,37.65.43.81,71312,569399,518,38070,2074,0,0,3,2104,51365181,1670830,2419202832
wi-fi,37.65.43.81,75747,604643,937,38070,1509,0,0,2,2109,48486110,1673975,2423757632
wi-fi,37.65.43.81,69660,554075,1487,38070,2106,0,0,0,2113,53011578,1676272,2427085976
wi-fi,37.65.43.81,68420,545715,788,38070,2111,0,0,1,2119,53976517,1679889,2432321336
wi-fi,37.65.43.81,72588,581293,541,38070,2058,0,0,1,2123,50768542,1682602,2436249152
wi-fi,37.65.43.81,70579,564910,564,38070,2117,0,0,2,2127,52339313,1685316,2440176968
wi-fi,37.65.43.81,66816,533530,413,38070,2112,0,0,1,2130,55495855,1688036,2444116368
wi-fi,37.65.43.81,71716,574610,602,38070,2135,0,0,0,2136,51673498,1691668,2449376344
wi-fi,37.65.43.81,66865,534243,400,38070,2117,0,0,2,2139,55655967,1694369,2453283888
wi-fi,37.65.43.81,60760,549949,1981,38070,2141,0,0,0,2144,54192870,1698026,2458580904
wi-fi,37.65.43.81,65669,527225,839,38070,2147,0,0,1,2147,56607743,1700714,2462471072
wi-fi,37.65.43.81,60148,477305,1752,38070,1863,0,0,1,2150,62615560,1704401,2467809240
wi-fi,37.65.43.81,64037,513434,880,38070,2112,0,0,1,2153,58290690,1706137,2470322360
wi-fi,37.65.43.81,53156,424146,473,38070,2151,0,0,2,2157,70692699,1709766,2475573928
wi-fi,37.65.43.81,63545,507618,386,38070,2158,0,0,1,2160,59150242,1713385,2480815080
wi-fi,37.65.43.81,64202,513527,469,38070,2154,0,0,3,2163,58550826,1716101,2484744344
wi-fi,37.65.43.81,63643,508324,355,38070,2158,0,0,0,2166,59232168,1719721,2489989840
wi-fi,37.65.43.81,63150,506655,601,38070,2147,0,0,2,2169,59509597,1723356,2495249208
wi-fi,37.65.43.81,66554,530897,557,38070,2107,0,0,1,2172,56870800,1726059,2499163992
wi-fi,37.65.43.81,64024,511032,559,38070,2153,0,0,2,2174,59135903,1729687,2504415280
wi-fi,37.65.43.81,65653,524720,518,38070,2165,0,0,2,2176,57646250,1732391,2508330064
wi-fi,37.65.43.81,63321,507317,667,38070,2061,0,0,0,2179,59705949,1736019,2513585696
wi-fi,37.65.43.81,64282,513762,368,38070,2155,0,0,1,2181,59011068,1739637,2518821896
wi-fi,37.65.43.81,64832,517976,334,38070,2161,0,0,3,2183,58584657,1743260,2524064496
